id,code,name,name_th,post_code,district_id,created_at,updated_at
2244,331604,Bo Kaeo,บ่อแก้ว,33270,285,43:28.5,43:28.5
2245,331605,Si Samran,ศรีสำราญ,33270,285,43:28.5,43:28.5
2246,331606,Thung Sawang,ทุ่งสว่าง,33270,285,43:28.5,43:28.5
2247,331607,Wang Hin,วังหิน,33270,285,43:28.5,43:28.5
2248,331608,Phon Yang,โพนยาง,33270,285,43:28.5,43:28.5
2249,331701,Khok Tan,โคกตาล,33140,286,43:28.5,43:28.5
2250,331702,Huai Ta Mon,ห้วยตามอญ,33140,286,43:28.5,43:28.5
2251,331703,Huai Tuek Chu,ห้วยตึ๊กชู,33140,286,43:28.5,43:28.5
2252,331704,Lalom,ละลม,33140,286,43:28.5,43:28.5
2253,331705,Takhian Ram,ตะเคียนราม,33140,286,43:28.5,43:28.5
2254,331706,Dong Rak,ดงรัก,33140,286,43:28.5,43:28.5
2255,331707,Phrai Phatthana,ไพรพัฒนา,33140,286,43:28.5,43:28.5
2256,331801,Mueang Chan,เมืองจันทร์,33120,287,43:28.5,43:28.5
2257,331802,Ta Kon,ตาโกน,33120,287,43:28.5,43:28.5
2258,331803,Nong Yai,หนองใหญ่,33120,287,43:28.5,43:28.5
2259,331901,Siao,เสียว,33110,288,43:28.5,43:28.5
2260,331902,Nong Wa,หนองหว้า,33110,288,43:28.5,43:28.5
2261,331903,Nong Ngu Lueam,หนองงูเหลือม,33110,288,43:28.5,43:28.5
2262,331904,Nong Hang,หนองฮาง,33110,288,43:28.5,43:28.5
2263,331905,Tha Khlo,ท่าคล้อ,33110,288,43:28.5,43:28.5
2264,332001,Phayu,พยุห์,33230,289,43:28.5,43:28.5
2265,332002,Phrom Sawat,พรหมสวัสดิ์,33230,289,43:28.5,43:28.5
2266,332003,Tamyae,ตำแย,33230,289,43:28.5,43:28.5
2267,332004,Non Phek,โนนเพ็ก,33230,289,43:28.5,43:28.5
2268,332005,Nong Kha,หนองค้า,33230,289,43:28.5,43:28.5
2269,332101,Dot,โดด,33120,290,43:28.5,43:28.5
2270,332102,Siao,เสียว,33120,290,43:28.5,43:28.5
2271,332103,Nong Ma,หนองม้า,33120,290,43:28.5,43:28.5
2272,332104,Phue Yai,ผือใหญ่,33120,290,43:28.5,43:28.5
2273,332105,I Se,อีเซ,33120,290,43:28.5,43:28.5
2274,332201,Kung,กุง,33160,291,43:28.5,43:28.5
2275,332202,Khli Kling,คลีกลิ้ง,33160,291,43:28.5,43:28.5
2276,332203,Nong Bua Dong,หนองบัวดง,33160,291,43:28.5,43:28.5
2277,332204,Chot Muang,โจดม่วง,33160,291,43:28.5,43:28.5
2278,340101,,ในเมือง,34000,292,43:28.5,43:28.5
2279,340104,Hua Ruea,หัวเรือ,34000,292,43:28.5,43:28.5
2280,340105,Nong Khon,หนองขอน,34000,292,43:28.5,43:28.5
2281,340107,Pathum,ปทุม,34000,292,43:28.5,43:28.5
2282,340108,Kham Yai,ขามใหญ่,34000,292,43:28.5,43:28.5
2283,340109,Chaeramae,แจระแม,34000,292,43:28.5,43:28.5
2284,340111,Nong Bo,หนองบ่อ,34000,292,43:28.5,43:28.5
2285,340112,Rai Noi,ไร่น้อย,34000,292,43:28.5,43:28.5
2286,340113,Krasop,กระโสบ,34000,292,43:28.5,43:28.5
2287,340116,Kut Lat,กุดลาด,34000,292,43:28.5,43:28.5
2288,340119,Khi Lek,ขี้เหล็ก,34000,292,43:28.5,43:28.5
2289,340120,Pa-Ao,ปะอาว,34000,292,43:28.5,43:28.5
2290,340201,Na Kham,นาคำ,34250,293,43:28.5,43:28.5
2291,340202,Kaeng Kok,แก้งกอก,34250,293,43:28.5,43:28.5
2292,340203,Ueat Yai,เอือดใหญ่,34250,293,43:28.5,43:28.5
2293,340204,Warin,วาริน,34250,293,43:28.5,43:28.5
2294,340205,Lat Khwai,ลาดควาย,34250,293,43:28.5,43:28.5
2295,340206,Song Yang,สงยาง,34250,293,43:28.5,43:28.5
2296,340207,Tabai,ตะบ่าย,34250,293,43:28.5,43:28.5
2297,340208,Kham Lai,คำไหล,34250,293,43:28.5,43:28.5
2298,340209,Nam Thaeng,หนามแท่ง,34250,293,43:28.5,43:28.5
2299,340210,Na Loen,นาเลิน,34250,293,43:28.5,43:28.5
2300,340211,Don Yai,ดอนใหญ่,34250,293,43:28.5,43:28.5
2301,340301,Khong Chiam,โขงเจียม,34220,294,43:28.5,43:28.5
2302,340302,Huai Yang,ห้วยยาง,34220,294,43:28.5,43:28.5
2303,340303,Na Pho Klang,นาโพธิ์กลาง,34220,294,43:28.5,43:28.5
2304,340304,Nong Saeng Yai,หนองแสงใหญ่,34220,294,43:28.5,43:28.5
2305,340305,Huai Phai,ห้วยไผ่,34220,294,43:28.5,43:28.5
2306,340401,Khueang Nai,เขื่องใน,34150,295,43:28.5,43:28.5
2307,340402,Sang Tho,สร้างถ่อ,34150,295,43:28.5,43:28.5
2308,340403,Kho Thong,ค้อทอง,34150,295,43:28.5,43:28.5
2309,340404,Ko-E,ก่อเอ้,34150,295,43:28.5,43:28.5
2310,340405,Hua Don,หัวดอน,34150,295,43:28.5,43:28.5
2311,340406,Chi Tuan,ชีทวน,34150,295,43:28.5,43:28.5
2312,340407,Tha Hai,ท่าไห,34150,295,43:28.5,43:28.5
2313,340408,Na Kham Yai,นาคำใหญ่,34150,295,43:28.5,43:28.5
2314,340409,Daeng Mo,แดงหม้อ,34150,295,43:28.5,43:28.5
2315,340410,That Noi,ธาตุน้อย,34150,295,43:28.5,43:28.5
2316,340411,Ban Thai,บ้านไทย,34320,295,43:28.5,43:28.5
2317,340412,Ban Kok,บ้านกอก,34320,295,43:28.5,43:28.5
2318,340413,Klang Yai,กลางใหญ่,34320,295,43:28.5,43:28.5
2319,340414,Non Rang,โนนรัง,34320,295,43:28.5,43:28.5
2320,340415,Yang Khi Nok,ยางขี้นก,34150,295,43:28.5,43:28.5
2321,340416,Si Suk,ศรีสุข,34150,295,43:28.5,43:28.5
2322,340417,Sahathat,สหธาตุ,34150,295,43:28.5,43:28.5
2323,340418,Nong Lao,หนองเหล่า,34150,295,43:28.5,43:28.5
2324,340501,Khemarat,เขมราฐ,34170,296,43:28.5,43:28.5
2325,340503,Kham Pom,ขามป้อม,34170,296,43:28.5,43:28.5
2326,340504,Chiat,เจียด,34170,296,43:28.5,43:28.5
2327,340507,Nong Phue,หนองผือ,34170,296,43:28.5,43:28.5
2328,340508,Na Waeng,นาแวง,34170,296,43:28.5,43:28.5
2329,340510,Kaeng Nuea,แก้งเหนือ,34170,296,43:28.5,43:28.5
2330,340511,Nong Nok Tha,หนองนกทา,34170,296,43:28.5,43:28.5
2331,340512,Nong Sim,หนองสิม,34170,296,43:28.5,43:28.5
2332,340513,Hua Na,หัวนา,34170,296,43:28.5,43:28.5
2333,340701,Mueang Det,เมืองเดช,34160,297,43:28.5,43:28.5
2334,340702,Na Suang,นาส่วง,34160,297,43:28.5,43:28.5
2335,340704,Na Charoen,นาเจริญ,34160,297,43:28.5,43:28.5
2336,340706,Thung Thoeng,ทุ่งเทิง,34160,297,43:28.5,43:28.5
2337,340708,Som Sa-At,สมสะอาด,34160,297,43:28.5,43:28.5
2338,340709,Kut Prathai,กุดประทาย,34160,297,43:28.5,43:28.5
2339,340710,Top Hu,ตบหู,34160,297,43:28.5,43:28.5
2340,340711,Klang,กลาง,34160,297,43:28.5,43:28.5
2341,340712,Kaeng,แก้ง,34160,297,43:28.5,43:28.5
2342,340713,Tha Pho Si,ท่าโพธิ์ศรี,34160,297,43:28.5,43:28.5
2343,340715,Bua Ngam,บัวงาม,34160,297,43:28.5,43:28.5
2344,340716,Kham Khrang,คำครั่ง,34160,297,43:28.5,43:28.5
2345,340717,Na Krasaeng,นากระแซง,34160,297,43:28.5,43:28.5
2346,340720,Phon Ngam,โพนงาม,34160,297,43:28.5,43:28.5
2347,340721,Pa Mong,ป่าโมง,34160,297,43:28.5,43:28.5
2348,340723,Non Sombun,โนนสมบูรณ์,34160,297,43:28.5,43:28.5
2349,340801,Na Chaluai,นาจะหลวย,34280,298,43:28.5,43:28.5
2350,340802,Non Sombun,โนนสมบูรณ์,34280,298,43:28.5,43:28.5
2351,340803,Phon Sawan,พรสวรรค์,34280,298,43:28.5,43:28.5
2352,340804,Ban Tum,บ้านตูม,34280,298,43:28.5,43:28.5
2353,340805,Sok Saeng,โสกแสง,34280,298,43:28.5,43:28.5
2354,340806,Non Sawan,โนนสวรรค์,34280,298,43:28.5,43:28.5
2355,340901,Song,โซง,34260,299,43:28.5,43:28.5
2356,340903,Yang,ยาง,34260,299,43:28.5,43:28.5
2357,340904,Dom Pradit,โดมประดิษฐ์,34260,299,43:28.5,43:28.5
2358,340906,Bu Pueai,บุเปือย,34260,299,43:28.5,43:28.5
2359,340907,Si Wichian,สีวิเชียร,34260,299,43:28.5,43:28.5
2360,340909,Yang Yai,ยางใหญ่,34260,299,43:28.5,43:28.5
2361,340911,Kao Kham,เก่าขาม,34260,299,43:28.5,43:28.5
2362,341001,Phon Ngam,โพนงาม,34230,300,43:28.5,43:28.5
2363,341002,Huai Kha,ห้วยข่า,34230,300,43:28.5,43:28.5
2364,341003,Kho Laen,คอแลน,34230,300,43:28.5,43:28.5
2365,341004,Na Pho,นาโพธิ์,34230,300,43:28.5,43:28.5
2366,341005,Nong Sano,หนองสะโน,34230,300,43:28.5,43:28.5
2367,341006,Non Kho,โนนค้อ,34230,300,43:28.5,43:28.5
2368,341007,Bua Ngam,บัวงาม,34230,300,43:28.5,43:28.5
2369,341008,Ban Maet,บ้านแมด,34230,300,43:28.5,43:28.5
2370,341101,Khulu,ขุหลุ,34130,301,43:28.5,43:28.5
2371,341102,Kradian,กระเดียน,34130,301,43:28.5,43:28.5
2372,341103,Kasem,เกษม,34130,301,43:28.5,43:28.5
2373,341104,Kusakon,กุศกร,34130,301,43:28.5,43:28.5
2374,341105,Kham Pia,ขามเปี้ย,34130,301,43:28.5,43:28.5
2375,341106,Khon Sai,คอนสาย,34130,301,43:28.5,43:28.5
2376,341107,Khok Chan,โคกจาน,34130,301,43:28.5,43:28.5
2377,341108,Na Phin,นาพิน,34130,301,43:28.5,43:28.5
2378,341109,Na Samai,นาสะไม,34130,301,43:28.5,43:28.5
2379,341110,Non Kung,โนนกุง,34130,301,43:28.5,43:28.5
2380,341111,Trakan,ตระการ,34130,301,43:28.5,43:28.5
2381,341112,Tak Daet,ตากแดด,34130,301,43:28.5,43:28.5
2382,341113,Lai Thung,ไหล่ทุ่ง,34130,301,43:28.5,43:28.5
2383,341114,Pao,เป้า,34130,301,43:28.5,43:28.5
2384,341115,Se Pet,เซเป็ด,34130,301,43:28.5,43:28.5
2385,341116,Saphue,สะพือ,34130,301,43:28.5,43:28.5
2386,341117,Nong Tao,หนองเต่า,34130,301,43:28.5,43:28.5
2387,341118,Tham Khae,ถ้ำแข้,34130,301,43:28.5,43:28.5
2388,341119,Tha Luang,ท่าหลวง,34130,301,43:28.5,43:28.5
2389,341120,Huai Fai Phatthana,ห้วยฝ้ายพัฒนา,34130,301,43:28.5,43:28.5
2390,341121,Kut Ya Luan,กุดยาลวน,34130,301,43:28.5,43:28.5
2391,341122,Ban Daeng,บ้านแดง,34130,301,43:28.5,43:28.5
2392,341123,Kham Charoen,คำเจริญ,34130,301,43:28.5,43:28.5
2393,341201,Khao Pun,ข้าวปุ้น,34270,302,43:28.5,43:28.5
2394,341202,Non Sawang,โนนสวาง,34270,302,43:28.5,43:28.5
2395,341203,Kaeng Kheng,แก่งเค็ง,34270,302,43:28.5,43:28.5
2396,341204,Kabin,กาบิน,34270,302,43:28.5,43:28.5
2397,341205,Nong Than Nam,หนองทันน้ำ,34270,302,43:28.5,43:28.5
2398,341401,Muang Sam Sip,ม่วงสามสิบ,34140,303,43:28.5,43:28.5
2399,341402,Lao Bok,เหล่าบก,34140,303,43:28.5,43:28.5
2400,341403,Dum Yai,ดุมใหญ่,34140,303,43:28.5,43:28.5
2401,341404,Nong Chang Yai,หนองช้างใหญ่,34140,303,43:28.5,43:28.5
2402,341405,Nong Mueang,หนองเมือง,34140,303,43:28.5,43:28.5
2403,341406,Toei,เตย,34140,303,43:28.5,43:28.5
2404,341407,Yang Sak Krapho Lum,ยางสักกระโพหลุ่ม,34140,303,43:28.5,43:28.5
2405,341408,Nong Khai Nok,หนองไข่นก,34140,303,43:28.5,43:28.5
2406,341409,Nong Lao,หนองเหล่า,34140,303,43:28.5,43:28.5
2407,341410,Nong Hang,หนองฮาง,34140,303,43:28.5,43:28.5
2408,341411,Yang Yo Phap,ยางโยภาพ,34140,303,43:28.5,43:28.5
2409,341412,Phai Yai,ไผ่ใหญ่,34140,303,43:28.5,43:28.5
2410,341413,Na Loeng,นาเลิง,34140,303,43:28.5,43:28.5
2411,341414,Phon Phaeng,โพนแพง,34140,303,43:28.5,43:28.5
2412,341501,Warin Chamrap,วารินชำราบ,34190,304,43:28.5,43:28.5
2413,341502,That,ธาตุ,34190,304,43:28.5,43:28.5
2414,341504,Tha Lat,ท่าลาด,34310,304,43:28.5,43:28.5
2415,341505,Non Non,โนนโหนน,34190,304,43:28.5,43:28.5
2416,341507,Khu Mueang,คูเมือง,34190,304,43:28.5,43:28.5
2417,341508,Sa Saming,สระสมิง,34190,304,43:28.5,43:28.5
2418,341510,Kham Nam Sap,คำน้ำแซบ,34190,304,43:28.5,43:28.5
2419,341511,Bung Wai,บุ่งหวาย,34310,304,43:28.5,43:28.5
2420,341515,Kham Khwang,คำขวาง,34190,304,43:28.5,43:28.5
2421,341516,Pho Yai,โพธิ์ใหญ่,34190,304,43:28.5,43:28.5
2422,341518,Saen Suk,แสนสุข,34190,304,43:28.5,43:28.5
2423,341520,Nong Kin Phlen,หนองกินเพล,34190,304,43:28.5,43:28.5
2424,341521,Non Phueng,โนนผึ้ง,34190,304,43:28.5,43:28.5
2425,341522,Mueang Si Khai,เมืองศรีไค,34190,304,43:28.5,43:28.5
2426,341524,Huai Khayung,ห้วยขะยุง,34310,304,43:28.5,43:28.5
2427,341526,Bung Mai,บุ่งไหม,34190,304,43:28.5,43:28.5
2428,341901,Phibun,พิบูล,34110,305,43:28.5,43:28.5
2429,341902,Kut Chomphu,กุดชมภู,34110,305,43:28.5,43:28.5
2430,341904,Don Chik,ดอนจิก,34110,305,43:28.5,43:28.5
2431,341905,Sai Mun,ทรายมูล,34110,305,43:28.5,43:28.5
2432,341906,Na Pho,นาโพธิ์,34110,305,43:28.5,43:28.5
2433,341907,Non Klang,โนนกลาง,34110,305,43:28.5,43:28.5
2434,341909,Pho Sai,โพธิ์ไทร,34110,305,43:28.5,43:28.5
2435,341910,Pho Si,โพธิ์ศรี,34110,305,43:28.5,43:28.5
2436,341911,Rawe,ระเว,34110,305,43:28.5,43:28.5
2437,341912,Rai Tai,ไร่ใต้,34110,305,43:28.5,43:28.5
2438,341913,Nong Bua Hi,หนองบัวฮี,34110,305,43:28.5,43:28.5
2439,341914,Ang Sila,อ่างศิลา,34110,305,43:28.5,43:28.5
2440,341918,Non Kalong,โนนกาหลง,34110,305,43:28.5,43:28.5
2441,341919,Ban Khaem,บ้านแขม,34110,305,43:28.5,43:28.5
2442,342001,Tan Sum,ตาลสุม,34330,306,43:28.5,43:28.5
2443,342002,Samrong,สำโรง,34330,306,43:28.5,43:28.5
2444,342003,Chik Thoeng,จิกเทิง,34330,306,43:28.5,43:28.5
2445,342004,Nong Kung,หนองกุง,34330,306,43:28.5,43:28.5
2446,342005,Na Khai,นาคาย,34330,306,43:28.5,43:28.5
2447,342006,Kham Wa,คำหว้า,34330,306,43:28.5,43:28.5
2448,342101,Pho Sai,โพธิ์ไทร,34340,307,43:28.5,43:28.5
2449,342102,Muang Yai,ม่วงใหญ่,34340,307,43:28.5,43:28.5
2450,342103,Samrong,สำโรง,34340,307,43:28.5,43:28.5
2451,342104,Song Khon,สองคอน,34340,307,43:28.5,43:28.5
2452,342105,Saraphi,สารภี,34340,307,43:28.5,43:28.5
2453,342106,Lao Ngam,เหล่างาม,34340,307,43:28.5,43:28.5
2454,342201,Samrong,สำโรง,34360,308,43:28.5,43:28.5
2455,342202,Khok Kong,โคกก่อง,34360,308,43:28.5,43:28.5
2456,342203,Nong Hai,หนองไฮ,34360,308,43:28.5,43:28.5
2457,342204,Kho Noi,ค้อน้อย,34360,308,43:28.5,43:28.5
2458,342205,Non Kalen,โนนกาเล็น,34360,308,43:28.5,43:28.5
2459,342206,Khok Sawang,โคกสว่าง,34360,308,43:28.5,43:28.5
2460,342207,Non Klang,โนนกลาง,34360,308,43:28.5,43:28.5
2461,342208,Bon,บอน,34360,308,43:28.5,43:28.5
2462,342209,Kham Pom,ขามป้อม,34360,308,43:28.5,43:28.5
2463,342401,Don Mot Daeng,ดอนมดแดง,34000,309,43:28.5,43:28.5
2464,342402,Lao Daeng,เหล่าแดง,34000,309,43:28.5,43:28.5
2465,342403,Tha Mueang,ท่าเมือง,34000,309,43:28.5,43:28.5
2466,342404,,คำไฮใหญ่,34000,309,43:28.5,43:28.5
2467,342501,Khan Rai,คันไร่,34350,310,43:28.5,43:28.5
2468,342502,Chong Mek,ช่องเม็ก,34350,310,43:28.5,43:28.5
2469,342503,Non Ko,โนนก่อ,34350,310,43:28.5,43:28.5
2470,342504,Nikhom Lam Dom Noi,นิคมลำโดมน้อย,34350,310,43:28.5,43:28.5
2471,342505,Fang Kham,ฝางคำ,34350,310,43:28.5,43:28.5
2472,342506,Kham Khuean Kaeo,คำเขื่อนแก้ว,34350,310,43:28.5,43:28.5
2473,342602,Nong Om,หนองอ้ม,34160,311,43:28.5,43:28.5
2474,342603,Na Kasem,นาเกษม,34160,311,43:28.5,43:28.5
2475,342604,Kut Ruea,กุดเรือ,34160,311,43:28.5,43:28.5
2476,342605,Khok Chamrae,โคกชำแระ,34160,311,43:28.5,43:28.5
2477,342606,Na Hom,นาห่อม,34160,311,43:28.5,43:28.5
2478,342901,Na Yia,นาเยีย,34160,312,43:28.5,43:28.5
2479,342902,Na Di,นาดี,34160,312,43:28.5,43:28.5
2480,342903,Na Rueang,นาเรือง,34160,312,43:28.5,43:28.5
2481,343001,Na Tan,นาตาล,34170,313,43:28.5,43:28.5
2482,343002,Phalan,พะลาน,34170,313,43:28.5,43:28.5
2483,343003,Kong Phon,กองโพน,34170,313,43:28.5,43:28.5
2484,343004,Phang Khen,พังเคน,34170,313,43:28.5,43:28.5
2485,343101,Lao Suea Kok,เหล่าเสือโก้ก,34000,314,43:28.5,43:28.5
2486,343102,Phon Mueang,โพนเมือง,34000,314,43:28.5,43:28.5
2487,343103,Phaeng Yai,แพงใหญ่,34000,314,43:28.5,43:28.5
2488,343104,Nong Bok,หนองบก,34000,314,43:28.5,43:28.5
2489,343201,Kaeng Dom,แก่งโดม,34190,315,43:28.5,43:28.5
2490,343202,Tha Chang,ท่าช้าง,34190,315,43:28.5,43:28.5
2491,343203,Bung Malaeng,บุ่งมะแลง,34190,315,43:28.5,43:28.5
2492,343204,Sawang,สว่าง,34190,315,43:28.5,43:28.5
2493,343301,Ta Kao,ตาเกา,34260,316,43:28.5,43:28.5
2494,343302,Phaibun,ไพบูลย์,34260,316,43:28.5,43:28.5
2495,343303,Khi Lek,ขี้เหล็ก,34260,316,43:28.5,43:28.5
2496,343304,Khok Sa-At,โคกสะอาด,34260,316,43:28.5,43:28.5
2497,350101,Nai Mueang,ในเมือง,35000,317,43:28.5,43:28.5
2498,350102,Nam Kham Yai,น้ำคำใหญ่,35000,317,43:28.5,43:28.5
2499,350103,Tat Thong,ตาดทอง,35000,317,43:28.5,43:28.5
2500,350104,Samran,สำราญ,35000,317,43:28.5,43:28.5
2501,350105,Kho Nuea,ค้อเหนือ,35000,317,43:28.5,43:28.5
2502,350106,Du Thung,ดู่ทุ่ง,35000,317,43:28.5,43:28.5
2503,350107,Doet,เดิด,35000,317,43:28.5,43:28.5
2504,350108,Khan Dai Yai,ขั้นไดใหญ่,35000,317,43:28.5,43:28.5
2505,350109,Thung Tae,ทุ่งแต้,35000,317,43:28.5,43:28.5
2506,350110,Sing,สิงห์,35000,317,43:28.5,43:28.5
2507,350111,Na Samai,นาสะไมย์,35000,317,43:28.5,43:28.5
2508,350112,Khueang Kham,เขื่องคำ,35000,317,43:28.5,43:28.5
2509,350113,Nong Hin,หนองหิน,35000,317,43:28.5,43:28.5
2510,350114,Nong Khu,หนองคู,35000,317,43:28.5,43:28.5
2511,350115,Khum Ngoen,ขุมเงิน,35000,317,43:28.5,43:28.5
2512,350116,Thung Nang Ok,ทุ่งนางโอก,35000,317,43:28.5,43:28.5
2513,350117,Nong Ruea,หนองเรือ,35000,317,43:28.5,43:28.5
2514,350118,Nong Pet,หนองเป็ด,35000,317,43:28.5,43:28.5
2515,350201,Sai Mun,ทรายมูล,35170,318,43:28.5,43:28.5
2516,350202,Du Lat,ดู่ลาด,35170,318,43:28.5,43:28.5
2517,350203,Dong Mafai,ดงมะไฟ,35170,318,43:28.5,43:28.5
2518,350204,Na Wiang,นาเวียง,35170,318,43:28.5,43:28.5
2519,350205,Phai,ไผ่,35170,318,43:28.5,43:28.5
2520,350301,Kut Chum,กุดชุม,35140,319,43:28.5,43:28.5
2521,350302,Non Pueai,โนนเปือย,35140,319,43:28.5,43:28.5
2522,350303,Kammaet,กำแมด,35140,319,43:28.5,43:28.5
2523,350304,Na So,นาโส่,35140,319,43:28.5,43:28.5
2524,350305,Huai Kaeng,ห้วยแก้ง,35140,319,43:28.5,43:28.5
2525,350306,Nong Mi,หนองหมี,35140,319,43:28.5,43:28.5
2526,350307,Phon Ngam,โพนงาม,35140,319,43:28.5,43:28.5
2527,350308,Kham Nam Sang,คำน้ำสร้าง,35140,319,43:28.5,43:28.5
2528,350309,Nong Nae,หนองแหน,35140,319,43:28.5,43:28.5
2529,350401,Lumphuk,ลุมพุก,35110,320,43:28.5,43:28.5
2530,350402,Yo,ย่อ,35110,320,43:28.5,43:28.5
2531,350403,Song Pueai,สงเปือย,35110,320,43:28.5,43:28.5
2532,350404,Phon Than,โพนทัน,35110,320,43:28.5,43:28.5
2533,350405,Thung Mon,ทุ่งมน,35110,320,43:28.5,43:28.5
2534,350406,Na Kham,นาคำ,35180,320,43:28.5,43:28.5
2535,350407,Dong Khaen Yai,ดงแคนใหญ่,35180,320,43:28.5,43:28.5
2536,350408,Ku Chan,กู่จาน,35110,320,43:28.5,43:28.5
2537,350409,Na Kae,นาแก,35180,320,43:28.5,43:28.5
2538,350410,Kut Kung,กุดกุง,35110,320,43:28.5,43:28.5
2539,350411,Lao Hai,เหล่าไฮ,35110,320,43:28.5,43:28.5
2540,350412,Khaen Noi,แคนน้อย,35180,320,43:28.5,43:28.5
2541,350413,Dong Charoen,ดงเจริญ,35110,320,43:28.5,43:28.5
2542,350501,Pho Sai,โพธิ์ไทร,35150,321,43:28.5,43:28.5
2543,350502,Krachai,กระจาย,35150,321,43:28.5,43:28.5
2544,350503,Khok Na Ko,โคกนาโก,35150,321,43:28.5,43:28.5
2545,350504,Chiang Pheng,เชียงเพ็ง,35150,321,43:28.5,43:28.5
2546,350505,Si Than,ศรีฐาน,35150,321,43:28.5,43:28.5
2547,350601,Fa Yat,ฟ้าหยาด,35130,322,43:28.5,43:28.5
2548,350602,Hua Mueang,หัวเมือง,35130,322,43:28.5,43:28.5
2549,350603,Khu Mueang,คูเมือง,35130,322,43:28.5,43:28.5
2550,350604,Phue Hi,ผือฮี,35130,322,43:28.5,43:28.5
2551,350605,Bak Ruea,บากเรือ,35130,322,43:28.5,43:28.5
2552,350606,Muang,ม่วง,35130,322,43:28.5,43:28.5
2553,350607,Non Sai,โนนทราย,35130,322,43:28.5,43:28.5
2554,350608,Bueng Kae,บึงแก,35130,322,43:28.5,43:28.5
2555,350609,Phra Sao,พระเสาร์,35130,322,43:28.5,43:28.5
2556,350610,Song Yang,สงยาง,35130,322,43:28.5,43:28.5
2557,350701,Fa Huan,ฟ้าห่วน,35160,323,43:28.5,43:28.5
2558,350702,Kut Nam Sai,กุดน้ำใส,35160,323,43:28.5,43:28.5
2559,350703,Nam Om,น้ำอ้อม,35160,323,43:28.5,43:28.5
2560,350704,Kho Wang,ค้อวัง,35160,323,43:28.5,43:28.5
2561,350802,Bung Kha,บุ่งค้า,35120,324,43:28.5,43:28.5
2562,350803,Sawat,สวาท,35120,324,43:28.5,43:28.5
2563,350805,Hong Saeng,ห้องแซง,35120,324,43:28.5,43:28.5
2564,350806,Samakkhi,สามัคคี,35120,324,43:28.5,43:28.5
2565,350807,Kut Chiang Mi,กุดเชียงหมี,35120,324,43:28.5,43:28.5
2566,350810,Sam Yaek,สามแยก,35120,324,43:28.5,43:28.5
2567,350811,Kut Hae,กุดแห่,35120,324,43:28.5,43:28.5
2568,350812,Khok Samran,โคกสำราญ,35120,324,43:28.5,43:28.5
2569,350813,Sang Ming,สร้างมิ่ง,35120,324,43:28.5,43:28.5
2570,350814,Si Kaeo,ศรีแก้ว,35120,324,43:28.5,43:28.5
2571,350901,Thai Charoen,ไทยเจริญ,35120,325,43:28.5,43:28.5
2572,350902,Nam Kham,น้ำคำ,35120,325,43:28.5,43:28.5
2573,350903,Som Pho,ส้มผ่อ,35120,325,43:28.5,43:28.5
2574,350904,Kham Toei,คำเตย,35120,325,43:28.5,43:28.5
2575,350905,Kham Phai,คำไผ่,35120,325,43:28.5,43:28.5
2576,360101,Nai Mueang,ในเมือง,36000,326,43:28.5,43:28.5
2577,360102,Rop Mueang,รอบเมือง,36000,326,43:28.5,43:28.5
2578,360103,Phon Thong,โพนทอง,36000,326,43:28.5,43:28.5
2579,360104,Na Fai,นาฝาย,36000,326,43:28.5,43:28.5
2580,360105,Ban Khai,บ้านค่าย,36240,326,43:28.5,43:28.5
2581,360106,Kut Tum,กุดตุ้ม,36000,326,43:28.5,43:28.5
2582,360107,Chilong,ชีลอง,36000,326,43:28.5,43:28.5
2583,360108,Ban Lao,บ้านเล่า,36000,326,43:28.5,43:28.5
2584,360109,Na Siao,นาเสียว,36000,326,43:28.5,43:28.5
2585,360110,Nong Na Saeng,หนองนาแซง,36000,326,43:28.5,43:28.5
2586,360111,Lat Yai,ลาดใหญ่,36000,326,43:28.5,43:28.5
2587,360112,Nong Phai,หนองไผ่,36240,326,43:28.5,43:28.5
2588,360113,Tha Hin Ngom,ท่าหินโงม,36000,326,43:28.5,43:28.5
2589,360114,Huai Ton,ห้วยต้อน,36000,326,43:28.5,43:28.5
2590,360115,Huai Bong,ห้วยบง,36000,326,43:28.5,43:28.5
2591,360116,Non Samran,โนนสำราญ,36240,326,43:28.5,43:28.5
2592,360117,Khok Sung,โคกสูง,36000,326,43:28.5,43:28.5
2593,360118,Bung Khla,บุ่งคล้า,36000,326,43:28.5,43:28.5
2594,360119,Sap Si Thong,ซับสีทอง,36000,326,43:28.5,43:28.5
2595,360201,Ban Khwao,บ้านเขว้า,36170,327,43:28.5,43:28.5
2596,360202,Talat Raeng,ตลาดแร้ง,36170,327,43:28.5,43:28.5
2597,360203,Lum Lam Chi,ลุ่มลำชี,36170,327,43:28.5,43:28.5
2598,360204,Chi Bon,ชีบน,36170,327,43:28.5,43:28.5
2599,360205,Phu Laen Kha,ภูแลนคา,36170,327,43:28.5,43:28.5
2600,360206,Non Daeng,โนนแดง,36170,327,43:28.5,43:28.5
2601,360301,Khon Sawan,คอนสวรรค์,36140,328,43:28.5,43:28.5
2602,360302,Yang Wai,ยางหวาย,36140,328,43:28.5,43:28.5
2603,360303,Chong Sam Mo,ช่องสามหมอ,36140,328,43:28.5,43:28.5
2604,360304,Non Sa-At,โนนสะอาด,36140,328,43:28.5,43:28.5
2605,360305,Huai Rai,ห้วยไร่,36140,328,43:28.5,43:28.5
